#,Name,MLBAMID,RazzballID,FanGraphsID,NFBCID,FantraxID,Team,STD_POS,YAHOO_POS,Last,First,Lastv2,Firstv2,YahooName
938,Matt Cronin,669091,669091,sa3011463,10972,*05137*,SEA,RP,RP,Cronin,Matt,Cronin,Matt,
939,Jeremiah Estrada,669093,669093,22210,11553,*04ehz*,SD,RP,RP,Estrada,Jeremiah,Estrada,Jeremiah,Jeremiah Estrada
940,John McMillon,669111,669111,27942,11843,*0423z*,PHI,RP,RP,McMillon,John,McMillon,John,John McMillon
941,Shea Langeliers,669127,669127,25816,10845,*04o4s*,ATH,C,C,Langeliers,Shea,Langeliers,Shea,Shea Langeliers
942,Luis Campusano,669134,669134,22217,11043,*04eep*,SD,C,C,Campusano,Luis,Campusano,Luis,Luis Campusano
943,Armando Alvarez,669137,669137,19292,12064,,MIN,3B,3B,Alvarez,Armando,Alvarez,Armando,Armando Alvarez
944,Bruce Zimmermann,669145,669145,20370,11100,*04egr*,MIL,RP,RP,Zimmermann,Bruce,Zimmermann,Bruce,Bruce Zimmermann
945,Dustin May,669160,669160,19716,10189,*041r5*,BOS,SP,SP,May,Dustin,May,Dustin,Dustin May
946,Kyle Hurt,669165,669165,27514,11867,*05jq7*,LAD,RP,RP,Hurt,Kyle,Hurt,Kyle,Kyle Hurt
947,Jonathan Heasley,669169,669169,22224,11288,,KC,RP,RP,Heasley,Jonathan,Heasley,Jonathan,Jonathan Heasley
948,Ryne Nelson,669194,669194,26253,11326,*04yid*,ARI,SP,SP,Nelson,Ryne,Nelson,Ryne,Ryne Nelson
949,Lake Bachar,669199,669199,19222,12140,*041s4*,MIA,RP,RP,Bachar,Lake,Bachar,Lake,Lake Bachar
950,Mason McCoy,669200,669200,22232,11851,*04ehx*,SD,SS,SS,McCoy,Mason,McCoy,Mason,Mason McCoy
951,Corbin Burnes,669203,669203,19361,9800,*041rd*,ARI,SP,SP,Burnes,Corbin,Burnes,Corbin,Corbin Burnes
952,Ryan Bliss,669208,669208,29547,11941,*05tc7*,SEA,2B,2B,Bliss,Ryan,Bliss,Ryan,Ryan Bliss
953,Keegan Akin,669211,669211,19362,10524,*041py*,BAL,RP,RP,Akin,Keegan,Akin,Keegan,Keegan Akin
954,Eli Morgan,669212,669212,20203,10928,*04eiw*,CHC,RP,RP,Morgan,Eli,Morgan,Eli,Eli Morgan
955,Je’Von Ward,669219,669219,sa3004969,10232,*04em1*,TOR,OF,OF,Ward,Je’Von,Ward,Je’Von,
956,Sean Murphy,669221,669221,19352,10327,*03aoy*,ATL,C,C,Murphy,Sean,Murphy,Sean,Sean Murphy
957,Nick Senzel,669222,669222,19293,9776,*03zc9*,LAD,OF,OF,Senzel,Nick,Senzel,Nick,Nick Senzel
958,Austin Wells,669224,669224,27562,11599,*05ahg*,NYY,C,C,Wells,Austin,Wells,Austin,Austin Wells
959,Justyn-Henry Malloy,669234,669234,29606,11617,*05uy1*,DET,OF,OF,Malloy,Justyn-Henry,Malloy,Justyn-Henry,Justyn-Henry Malloy
960,Jeremiah Jackson,669236,669236,22239,10234,*04pmt*,BAL,OF,OF,Jackson,Jeremiah,Jackson,Jeremiah,Jeremiah Jackson
961,Tommy Edman,669242,669242,19470,10569,*041sq*,LAD,2B/3B/ OF,2B/SS/ 3B/OF,Edman,Tommy,Edman,Tommy,Tommy Edman
962,Nick Solak,669256,669256,19294,9967,*041q1*,PIT,OF,OF,Solak,Nick,Solak,Nick,Nick Solak
963,Will Smith,669257,669257,19197,10363,*042sz*,LAD,C,C,Smith,Will,Smith,Will,Will Smith
964,Jack Suwinski,669261,669261,22244,11377,*041z2*,PIT,OF,OF,Suwinski,Jack,Suwinski,Jack,Jack Suwinski
965,Joel Kuhnel,669270,669270,19995,10675,*041wc*,NYY,RP,RP,Kuhnel,Joel,Kuhnel,Joel,Joel Kuhnel
966,Dylan Lee,669276,669276,19996,10842,*041vm*,ATL,RP,RP,Lee,Dylan,Lee,Dylan,Dylan Lee
967,Daniel Johnson,669288,669288,19643,10175,*041sd*,BAL,OF,OF,Johnson,Daniel,Johnson,Daniel,Daniel Johnson
968,Santiago Espinal,669289,669289,19997,10781,*041vp*,CIN,2B/3B/ OF,2B/3B/ OF,Espinal,Santiago,Espinal,Santiago,Santiago Espinal
969,Logan Gilbert,669302,669302,22250,10712,*04n0m*,SEA,SP,SP,Gilbert,Logan,Gilbert,Logan,Logan Gilbert
970,Jose Miranda,669304,669304,20538,10253,*041qh*,MIN,3B,1B/3B,Miranda,Jose,Miranda,Jose,Jose Miranda
971,Sean Reynolds,669308,669308,22253,11642,*041rm*,SD,RP,RP,Reynolds,Sean,Reynolds,Sean,Sean Reynolds
972,Joe Perez,669309,669309,22254,10244,*04eez*,CHW,3B,3B,Perez,Joe,Perez,Joe,Joe Perez
973,Bryce Teodosio,669326,669326,29524,12178,*0617q*,LAA,OF,OF,Teodosio,Bryce,Teodosio,Bryce,Bryce Teodosio
974,Tyler Wells,669330,669330,20000,11193,*0473n*,BAL,SP,SP,Wells,Tyler,Wells,Tyler,Tyler Wells
975,Nolan Gorman,669357,669357,22263,10303,*04ai4*,STL,2B/3B,2B/3B,Gorman,Nolan,Gorman,Nolan,Nolan Gorman
976,Shane Baz,669358,669358,22264,10331,*04cwf*,TB,SP,SP,Baz,Shane,Baz,Shane,Shane Baz
977,Xavier Edwards,669364,669364,22266,10365,*04n8z*,MIA,2B/SS,2B/SS,Edwards,Xavier,Edwards,Xavier,Xavier Edwards
978,Bryce Johnson,669369,669369,20002,11526,*04ehv*,SD,OF,OF,Johnson,Bryce,Johnson,Bryce,Bryce Johnson
979,Asa Lacy,669370,669370,sa3014423,11116,*059qm*,KC,SP,SP,Lacy,Asa,Lacy,Asa,
980,Cole Henry,669371,669371,27570,11423,*05gs4*,WSH,RP,RP,Henry,Cole,Henry,Cole,Cole Henry
981,J.T. Ginn,669372,669372,27889,12161,*04pkt*,ATH,SP,SP,Ginn,J.T.,Ginn,J.T.,J.T. Ginn
982,Tarik Skubal,669373,669373,22267,10711,*04ptt*,DET,SP,SP,Skubal,Tarik,Skubal,Tarik,Tarik Skubal
983,Keston Hiura,669374,669374,20003,10264,*04e82*,COL,1B,1B,Hiura,Keston,Hiura,Keston,Keston Hiura
984,Raynel Delgado,669384,669384,sa3007288,10314,*04ps5*,MIL,2B,2B,Delgado,Raynel,Delgado,Raynel,
985,Carmen Mlodzinski,669387,669387,27572,11810,*05a29*,PIT,SP,SP,Mlodzinski,Carmen,Mlodzinski,Carmen,Carmen Mlodzinski
986,Owen White,669391,669391,22273,11601,*04pms*,CHW,RP,RP,White,Owen,White,Owen,Owen White
987,Samad Taylor,669392,669392,22274,11640,*041vt*,SEA,OF,OF,Taylor,Samad,Taylor,Samad,Samad Taylor
988,Jake Burger,669394,669394,22275,10224,*04azv*,TEX,1B/3B,1B/3B,Burger,Jake,Burger,Jake,Jake Burger
989,Dylan Coleman,669395,669395,22276,11292,*04pq2*,BAL,RP,RP,Coleman,Dylan,Coleman,Dylan,Dylan Coleman
990,Nick Allen,669397,669397,22277,10857,*04efs*,ATL,SS,SS,Allen,Nick,Allen,Nick,Nick Allen
991,Gage Workman,669398,669398,27573,12327,*04en9*,DET,3B,SS/3B,Workman,Gage,Workman,Gage,Gage Workman
992,Frainyer Chavez,669413,669413,sa3007019,10395,*04q4n*,TEX,SS,SS,Chavez,Frainyer,Chavez,Frainyer,
993,Matt Sauer,669422,669422,22284,12007,*04ef0*,LAD,RP,RP,Sauer,Matt,Sauer,Matt,Matt Sauer
994,Trevor Rogers,669432,669432,22286,10351,*04ak5*,BAL,SP,SP,Rogers,Trevor,Rogers,Trevor,Trevor Rogers
995,Mason Englert,669438,669438,22288,11726,*04pqh*,TB,RP,RP,Englert,Mason,Englert,Mason,Mason Englert
996,Chandler Champlain,669441,669441,sa3018138,12029,*05y7q*,KC,SP,SP,Champlain,Chandler,Champlain,Chandler,
997,Cooper Hummel,669450,669450,19458,11332,*0421c*,TB,OF,OF,Hummel,Cooper,Hummel,Cooper,Cooper Hummel
998,Shane Bieber,669456,669456,19427,10038,*041rf*,TOR,SP,SP,Bieber,Shane,Bieber,Shane,Shane Bieber
999,Kyle Nelson,669459,669459,20515,10929,*04eny*,ARI,RP,RP,Nelson,Kyle,Nelson,Kyle,Kyle Nelson
1000,Matthew Liberatore,669461,669461,22294,10287,*04mlx*,STL,SP,SP,Liberatore,Matthew,Liberatore,Matthew,Matthew Liberatore
1001,Andre Pallante,669467,669467,26108,11442,*05133*,STL,SP,SP,Pallante,Andre,Pallante,Andre,Andre Pallante
1002,Devin Mann,669471,669471,sa3006869,11051,*04pr2*,SF,2B,2B,Mann,Devin,Mann,Devin,
1003,Casey Schmitt,669477,669477,27577,11743,*05jp4*,SF,1B/2B/ 3B,1B/2B/ 3B,Schmitt,Casey,Schmitt,Casey,Casey Schmitt
1004,Joe Barlow,669618,669618,22296,10983,*0429m*,TEX,RP,RP,Barlow,Joe,Barlow,Joe,Joe Barlow
1005,Brady Basso,669620,669620,25582,11972,*051c5*,ATH,RP,RP,Basso,Brady,Basso,Brady,Brady Basso
1006,Anthony Bender,669622,669622,19742,11205,*0423e*,MIA,RP,RP,Bender,Anthony,Bender,Anthony,Anthony Bender
1007,Sam Long,669674,669674,25379,11220,*0421l*,KC,RP,RP,Long,Sam,Long,Sam,Sam Long
1008,Chris Murphy,669684,669684,26214,11710,*0514m*,BOS,RP,RP,Murphy,Chris,Murphy,Chris,Chris Murphy
1009,Braden Shewmake,669699,669699,25817,10848,*04qri*,NYY,SS,SS,Shewmake,Braden,Shewmake,Braden,Braden Shewmake
1010,Josh H. Smith,669701,669701,26396,11441,*052ru*,TEX,1B/SS/ 3B/OF,1B/SS/ 3B/OF,Smith,Josh H.,Smith,Josh H.,Josh Smith
1011,Jared Triolo,669707,669707,25807,11668,*05128*,PIT,1B/2B/ SS/3B,1B/2B/ SS/3B,Triolo,Jared,Triolo,Jared,Jared Triolo
1012,Greg Weissert,669711,669711,20375,10585,*0421q*,BOS,RP,RP,Weissert,Greg,Weissert,Greg,Greg Weissert
1013,Hayden Wesneski,669713,669713,27581,11411,*0514f*,HOU,SP,SP,Wesneski,Hayden,Wesneski,Hayden,Hayden Wesneski
1014,Will Wilson,669717,669717,25434,11104,*04yia*,CLE,3B,3B,Wilson,Will,Wilson,Will,Will Wilson
1015,Austin Hays,669720,669720,19363,9763,*041qs*,CIN,OF,OF,Hays,Austin,Hays,Austin,Austin Hays
1016,Davis Daniel,669721,669721,27582,11492,*04pv6*,ATL,SP,SP,Daniel,Davis,Daniel,Davis,Davis Daniel
1017,Brenan Hanifee,669724,669724,22304,11873,*041rq*,DET,RP,RP,Hanifee,Brenan,Hanifee,Brenan,Brenan Hanifee
1018,Chris Rodriguez,669735,669735,22310,10162,*041rr*,CHW,RP,RP,Rodriguez,Chris,Rodriguez,Chris,Chris Rodriguez
1019,Darick Hall,669742,669742,19717,11015,*041yc*,PIT,1B,1B,Hall,Darick,Hall,Darick,Darick Hall
1020,Alex Call,669743,669743,19296,10520,*041qv*,LAD,OF,OF,Call,Alex,Call,Alex,Alex Call
1021,Ronel Blanco,669854,669854,19407,11447,*04ydi*,HOU,SP,SP,Blanco,Ronel,Blanco,Ronel,Ronel Blanco
1022,Michael Toglia,669911,669911,25845,11080,*04ok3*,COL,1B,1B/OF,Toglia,Michael,Toglia,Michael,Michael Toglia
1023,Jason Alexander,669920,669920,19666,10574,*05xze*,HOU,SP,SP,Alexander,Jason,Alexander,Jason,Jason Alexander
1024,George Kirby,669923,669923,25436,10874,*04yie*,SEA,SP,SP,Kirby,George,Kirby,George,George Kirby
1025,Chavez Young,669945,669945,sa918963,10601,,MIL,OF,OF,Young,Chavez,Young,Chavez,
1026,Jesse Scholtens,669947,669947,19205,11784,*041uv*,TB,RP,RP,Scholtens,Jesse,Scholtens,Jesse,Jesse Scholtens
1027,Nicky Lopez,670032,670032,19339,10301,*041sg*,CHC,2B/SS,2B/SS,Lopez,Nicky,Lopez,Nicky,Nicky Lopez
1028,Matt Festa,670036,670036,19330,10060,*041tl*,CLE,RP,RP,Festa,Matt,Festa,Matt,Matt Festa
1029,Luke Raley,670042,670042,19354,10764,*041ts*,SEA,1B/OF,1B/OF,Raley,Luke,Raley,Luke,Luke Raley
1030,Colin Holderman,670059,670059,22361,11469,*0429k*,PIT,RP,RP,Holderman,Colin,Holderman,Colin,Colin Holderman
1031,Wyatt Mills,670090,670090,20010,11152,,BOS,RP,RP,Mills,Wyatt,Mills,Wyatt,Wyatt Mills
1032,Trenton Brooks,670092,670092,19384,12095,*0420f*,SD,OF,OF,Brooks,Trenton,Brooks,Trenton,Trenton Brooks
1033,Zack Short,670097,670097,19562,10776,*0420g*,HOU,2B,2B,Short,Zack,Short,Zack,Zack Short
1034,Bowden Francis,670102,670102,20548,11130,*0421k*,TOR,SP,SP,Francis,Bowden,Francis,Bowden,Bowden Francis
1035,Nate Mondou,670148,670148,19563,11580,,SD,2B,2B,Mondou,Nate,,,
1036,Miles Mastrobuoni,670156,670156,20017,10956,*041yi*,SEA,3B,2B/SS/ 3B,Mastrobuoni,Miles,Mastrobuoni,Miles,Miles Mastrobuoni
1037,Parker Dunshee,670161,670161,20018,10862,,WSH,RP,RP,Dunshee,Parker,Dunshee,Parker,Parker Dunshee
1038,John Schreiber,670167,670167,20020,9986,*041z3*,KC,RP,RP,Schreiber,John,Schreiber,John,John Schreiber
1039,Josh Winckowski,670174,670174,22387,11363,*041ze*,BOS,RP,RP,Winckowski,Josh,Winckowski,Josh,Josh Winckowski
1040,Garrett Acton,670183,670183,27583,11759,*05ybh*,TB,RP,RP,Acton,Garrett,Acton,Garrett,Garrett Acton
1041,Matt Mervis,670223,670223,27845,11582,*05ojj*,ARI,1B,1B,Mervis,Matt,Mervis,Matt,Matt Mervis
1042,Kameron Misner,670224,670224,26374,12139,*04y9h*,TB,OF,OF,Misner,Kameron,Misner,Kameron,Kameron Misner
1043,John Rave,670231,670231,26284,12400,*0513s*,KC,OF,OF,Rave,John,Rave,John,John Rave
1044,Darius Vines,670241,670241,25928,11647,*05157*,ATL,SP,SP,Vines,Darius,Vines,Darius,Darius Vines
1045,Matt Wallner,670242,670242,26466,11576,*04o78*,MIN,OF,OF,Wallner,Matt,Wallner,Matt,Matt Wallner
1046,David Bednar,670280,670280,19569,10681,*04aqc*,NYY,RP,RP,Bednar,David,Bednar,David,David Bednar
1047,Rico Garcia,670329,670329,20023,10678,*04rzp*,BAL,RP,RP,Garcia,Rico,Garcia,Rico,Rico Garcia
1048,Jose Rojas,670351,670351,19331,10794,,NYY,OF,OF,Rojas,Jose,,,
1049,Yordan Alvarez,670541,670541,19556,10367,*04355*,HOU,OF,OF,Alvarez,Yordan,Alvarez,Yordan,Yordan Alvarez
1050,Aaron Fossas,670579,670579,,10548,,CIN,P,P,Fossas,Aaron,Fossas,Aaron,
1051,Isaac Paredes,670623,670623,20036,10218,*04071*,HOU,3B,1B/3B,Paredes,Isaac,Paredes,Isaac,Isaac Paredes
1052,Taylor Walls,670764,670764,22458,10955,*04bpj*,TB,SS,SS,Walls,Taylor,Walls,Taylor,Taylor Walls
1053,Darren McCaughan,670766,670766,20038,11241,*04em5*,MIN,RP,RP,McCaughan,Darren,McCaughan,Darren,Darren McCaughan
1054,TJ Friedl,670770,670770,19522,10344,*045gu*,CIN,OF,OF,Friedl,TJ,Friedl,TJ,TJ Friedl
1055,Logan Gillaspie,670810,670810,22461,11380,*05y17*,SD,RP,RP,Gillaspie,Logan,Gillaspie,Logan,Logan Gillaspie
1056,Livan Soto,670869,670869,22471,10275,*04am3*,BAL,SS,SS,Soto,Livan,Soto,Livan,Livan Soto
1057,Yunior Severino,670870,670870,sa3003185,10368,*04ahd*,MIN,2B,2B,Severino,Yunior,Severino,Yunior,
1058,Guillo Zuniga,670871,670871,19588,11737,*04y6o*,SEA,RP,RP,Zuniga,Guillo,Zuñiga,Guillo,Guillo Zuñiga
1059,Johan Oviedo,670912,670912,22487,10892,*04674*,PIT,SP,SP,Oviedo,Johan,Oviedo,Johan,Johan Oviedo
1060,Trevor Richards,670950,670950,19309,9951,*04coa*,ARI,RP,RP,Richards,Trevor,Richards,Trevor,Trevor Richards
1061,Edwin Uceta,670955,670955,20539,11060,*04tji*,TB,RP,RP,Uceta,Edwin,Uceta,Edwin,Edwin Uceta
1062,Adrian Morejon,670970,670970,20039,10123,*043ia*,SD,RP,RP,Morejon,Adrian,Morejon,Adrian,Adrian Morejon
1063,Yohan Ramirez,670990,670990,19444,10796,*04ddz*,PIT,RP,RP,Ramirez,Yohan,Ramírez,Yohan,Yohan Ramírez
1064,Ivan Herrera,671056,671056,20599,10220,*04hyc*,STL,C,C,Herrera,Ivan,Herrera,Iván,Iván Herrera
1065,Buddy Kennedy,671083,671083,22505,10382,*04egt*,LAD,3B,3B,Kennedy,Buddy,,,
1066,Andrew Abbott,671096,671096,29911,11802,*05jq2*,CIN,SP,SP,Abbott,Andrew,Abbott,Andrew,Andrew Abbott
1067,Logan Allen,671106,671106,27589,11412,*05jp3*,CLE,SP,SP,Allen,Logan,Allen,Logan,Logan Allen
1068,Jake Eder,671109,671109,27590,11238,*05gwt*,WSH,RP,RP,Eder,Jake,Eder,Jake,
1069,Sammy Peralta,671111,671111,25589,11790,,LAA,RP,RP,Peralta,Sammy,Peralta,Sammy,Sammy Peralta
1070,Darren Baker,671117,671117,29912,12174,*05g47*,WSH,2B,2B,Baker,Darren,Baker,Darren,Darren Baker
1071,Jackson Rutledge,671131,671131,26215,10977,*04yte*,WSH,RP,RP,Rutledge,Jackson,Rutledge,Jackson,Jackson Rutledge
1072,Connor Thomas,671162,671162,25873,11430,*0513x*,MIL,RP,RP,Thomas,Connor,Thomas,Connor,Connor Thomas
1073,Joe Boyle,671212,671212,29608,11868,*05jpk*,TB,SP,SP,Boyle,Joe,Boyle,Joe,Joe Boyle
1074,Triston Casas,671213,671213,22514,10355,*04de1*,BOS,1B,1B,Casas,Triston,Casas,Triston,Triston Casas
1075,Heliot Ramos,671218,671218,22515,10213,*04ee8*,SF,OF,OF,Ramos,Heliot,Ramos,Heliot,Heliot Ramos
1076,Drew Waters,671221,671221,20505,10188,*04eer*,KC,OF,OF,Waters,Drew,Waters,Drew,Drew Waters
1077,Jeisson Rosario,671271,671271,sa3004146,10233,,ATH,OF,OF,Rosario,Jeisson,Rosario,Jeisson,Jeisson Rosario
1078,Luis Garcia,671277,671277,20391,10279,*0414g*,WSH,2B,2B,Garcia,Luis,García,Luis,Luis García Jr.
1079,Tim Elko,671284,671284,31522,12356,*066da*,CHW,1B,1B,Elko,Tim,Elko,Tim,Tim Elko
1080,Johnathan Rodriguez,671286,671286,22530,10247,*04gdw*,CLE,OF,OF,Rodriguez,Johnathan,Rodríguez,Johnathan,Johnathan Rodríguez
1081,Phil Clarke,671287,671287,sa3011379,12065,*0516p*,TOR,C,C,Clarke,Phil,Clarke,Phil,
1082,Tyler Freeman,671289,671289,22532,10356,*04efc*,COL,OF,SS/OF,Freeman,Tyler,Freeman,Tyler,Tyler Freeman
1083,Michel Otanez,671305,671305,22533,12102,*057p2*,ATH,RP,RP,Otanez,Michel,Otañez,Michel,Michel Otañez
1084,Jason Foley,671345,671345,19531,11127,*04aoq*,DET,RP,RP,Foley,Jason,Foley,Jason,Jason Foley
1085,George Valera,671655,671655,sa3006872,10205,*04fqi*,CLE,OF,OF,Valera,George,Valera,George,George Valera
1086,Marquis Grissom Jr.,671726,671726,sa3020312,12334,,WSH,RP,RP,Grissom Jr.,Marquis,Grissom Jr.,Marquis,
1087,Lawrence Butler,671732,671732,22542,11649,*04prt*,ATH,OF,OF,Butler,Lawrence,Butler,Lawrence,Lawrence Butler
1088,Taj Bradley,671737,671737,22543,11588,*04pr8*,MIN,SP,SP,Bradley,Taj,Bradley,Taj,Taj Bradley
1089,Michael Harris II,671739,671739,25931,11065,*0512v*,ATL,OF,OF,Harris II,Michael,Harris II,Michael,Michael Harris II
1090,Damiano Palmegiani,671913,671913,sa3017326,11946,*05wbq*,TOR,3B,3B,Palmegiani,Damiano,Palmegiani,Damiano,
1091,Cade Smith,671922,671922,27867,11982,*04eor*,CLE,RP,RP,Smith,Cade,Smith,Cade,Cade Smith
1092,Adam Macko,671936,671936,sa3011555,11971,*0515q*,TOR,SP,SP,Macko,Adam,Macko,Adam,Adam Macko
1093,Tyler Black,672012,672012,29949,11890,*05u2u*,MIL,2B,2B,Black,Tyler,Black,Tyler,Tyler Black
1094,Denzel Clarke,672016,672016,29858,12241,*05unf*,ATH,OF,OF,Clarke,Denzel,Clarke,Denzel,Denzel Clarke
1095,Eric Pardinho,672078,672078,sa968102,10192,*04ecd*,TOR,RP,RP,Pardinho,Eric,Pardinho,Eric,
1096,Patrick Bailey,672275,672275,27478,11102,*04yuu*,SF,C,C,Bailey,Patrick,Bailey,Patrick,Patrick Bailey
1097,Michael Siani,672279,672279,22557,10292,*04pqb*,STL,OF,OF,Siani,Michael,Siani,Michael,Michael Siani
1098,Reid Detmers,672282,672282,27468,10915,*0596g*,LAA,RP,RP,Detmers,Reid,Detmers,Reid,Reid Detmers
1099,Jarred Kelenic,672284,672284,22558,10230,*04ggr*,ATL,OF,OF,Kelenic,Jarred,Kelenic,Jarred,Jarred Kelenic
1100,Cionel Perez,672335,672335,19614,9869,*03zo6*,BAL,RP,RP,Perez,Cionel,Pérez,Cionel,Cionel Pérez
1101,Gabriel Arias,672356,672356,22563,10200,*0414h*,CLE,2B/SS/ 3B,2B/SS/ 3B,Arias,Gabriel,Arias,Gabriel,Gabriel Arias
1102,Tirso Ornelas,672359,672359,22566,10343,*04aov*,SD,OF,OF,Ornelas,Tirso,Ornelas,Tirso,Tirso Ornelas
1103,Agustin Ruiz,672361,672361,sa3004149,10563,*04c0v*,MIN,OF,OF,Ruiz,Agustin,,,
1104,Alejandro Kirk,672386,672386,22581,10851,*04t3y*,TOR,C,C,Kirk,Alejandro,Kirk,Alejandro,Alejandro Kirk
1105,Kaleb Ort,672391,672391,20061,11286,*05rfn*,HOU,RP,RP,Ort,Kaleb,Ort,Kaleb,Kaleb Ort
1106,Keider Montero,672456,672456,22630,11961,*05a1v*,DET,SP,SP,Montero,Keider,Montero,Keider,Keider Montero
1107,Jordan Diaz,672478,672478,22650,11340,*04yub*,ATH,3B,3B,Diaz,Jordan,Diaz,Jordan,Jordan Diaz
1108,Helcris Olivarez,672487,672487,sa3002965,11083,*04yjb*,SF,RP,RP,Olivarez,Helcris,Olivarez,Helcris,Helcris Olivarez
1109,Gabriel Moreno,672515,672515,22664,11117,*04s1g*,ARI,C,C,Moreno,Gabriel,Moreno,Gabriel,Gabriel Moreno
1110,Jhon Torres,672536,672536,,10240,*04tpy*,STL,OF,OF,Torres,Jhon,Torres,Jhon,
1111,Gustavo Campero,672569,672569,22707,12185,*06dpu*,LAA,OF,OF,Campero,Gustavo,Campero,Gustavo,Gustavo Campero
1112,Carlos Hernandez,672578,672578,22713,10156,*04n0k*,CLE,RP,RP,Hernandez,Carlos,Hernández,Carlos,Carlos Hernández
1113,Maikel Garcia,672580,672580,22715,11387,*05g3x*,KC,2B/SS/ 3B,2B/SS/ 3B,Garcia,Maikel,Garcia,Maikel,Maikel Garcia
1114,Angel Zerpa,672582,672582,22717,11172,*05qzx*,KC,RP,RP,Zerpa,Angel,Zerpa,Angel,Angel Zerpa
1115,Gerardo Carrillo,672629,672629,sa3002790,11054,*04qnh*,TEX,RP,RP,Carrillo,Gerardo,Carrillo,Gerardo,
1116,Otto Lopez,672640,672640,19608,10422,*04tjl*,MIA,2B/SS,2B/SS,Lopez,Otto,Lopez,Otto,Otto Lopez
1117,Steward Berroa,672642,672642,22766,12113,*04yew*,MIL,OF,OF,Berroa,Steward,Berroa,Steward,Steward Berroa
1118,Geraldo Perdomo,672695,672695,22799,10397,*04pbq*,ARI,SS,SS,Perdomo,Geraldo,Perdomo,Geraldo,Geraldo Perdomo
1119,Roansy Contreras,672710,672710,22810,10426,*04b3a*,COL,RP,RP,Contreras,Roansy,Contreras,Roansy,Roansy Contreras
1120,Oswald Peraza,672724,672724,22823,11156,*04g7n*,LAA,3B,2B/3B,Peraza,Oswald,Peraza,Oswald,Oswald Peraza
1121,Juan Then,672730,672730,22828,10876,*04hy7*,CHW,RP,RP,Then,Juan,Then,Juan,Juan Then
1122,Alexander Canario,672744,672744,22842,10129,*04hi6*,PIT,OF,OF,Canario,Alexander,Canario,Alexander,Alexander Canario
1123,Wenceel Perez,672761,672761,22857,10434,*04an8*,DET,OF,OF,Perez,Wenceel,Pérez,Wenceel,Wenceel Pérez
1124,Tucupita Marcano,672779,672779,22871,10430,*04t41*,SD,2B,2B,Marcano,Tucupita,,,
1125,Yoendrys Gomez,672782,672782,22872,11157,*04xne*,CHW,SP,SP,Gomez,Yoendrys,Gómez,Yoendrys,Yoendrys Gómez
1126,Jairo Solis,672810,672810,sa3003037,11167,*04k5y*,HOU,SP,SP,Solis,Jairo,Solis,Jairo,Jairo Solis
1127,Lenyn Sosa,672820,672820,22896,11501,*04llv*,CHW,1B/2B/ 3B,1B/2B/ 3B,Sosa,Lenyn,Sosa,Lenyn,Lenyn Sosa
1128,Israel Pineda,672832,672832,22906,11568,*04b3d*,WSH,C,C,Pineda,Israel,Pineda,Israel,Israel Pineda
1129,Francisco Morales,672839,672839,22913,10198,*0436o*,ARI,RP,RP,Morales,Francisco,Morales,Francisco,Francisco Morales
1130,Carlos Vargas,672841,672841,22915,10158,*04rhl*,SEA,RP,RP,Vargas,Carlos,Vargas,Carlos,Carlos Vargas
1131,Joan Adon,672851,672851,22925,10968,*04ywo*,WSH,RP,RP,Adon,Joan,Adon,Joan,Joan Adon
1132,Prelander Berroa,672860,672860,22932,11635,*0509b*,CHW,RP,RP,Berroa,Prelander,Berroa,Prelander,Prelander Berroa
1133,Yainer Diaz,673237,673237,23003,11559,*0524l*,HOU,C,C/1B,Diaz,Yainer,Diaz,Yainer,Yainer Diaz
1134,Luis Robert Jr.,673357,673357,20043,9958,*047l7*,CHW,OF,OF,Robert Jr.,Luis,Robert Jr.,Luis,Luis Robert Jr.
1135,Dedniel Nunez,673380,673380,23055,11195,*050vo*,NYM,RP,RP,Nunez,Dedniel,Núñez,Dedniel,Dedniel Núñez
1136,Ha-Seong Kim,673490,673490,27506,11147,*05ajg*,ATL,SS,SS,Kim,Ha-Seong,Kim,Ha-Seong,Ha-Seong Kim
1137,Yuki Matsui,673513,673513,33826,11928,*0689r*,SD,RP,RP,Matsui,Yuki,Matsui,Yuki,Yuki Matsui
1138,Kodai Senga,673540,673540,31838,11182,*04a2t*,NYM,SP,SP,Senga,Kodai,Senga,Kodai,Kodai Senga
1139,Seiya Suzuki,673548,673548,30116,11305,*04b02*,CHC,OF,OF,Suzuki,Seiya,Suzuki,Seiya,Seiya Suzuki
1140,Jordan Leasure,673929,673929,29950,12028,*0614c*,CHW,RP,RP,Leasure,Jordan,Leasure,Jordan,Jordan Leasure
1141,Josh Jung,673962,673962,26299,10980,*04y44*,TEX,3B,3B,Jung,Josh,Jung,Josh,Josh Jung
1142,Davis Wendzel,673995,673995,26469,12075,*0511s*,CIN,SS,SS,Wendzel,Davis,Wendzel,Davis,Davis Wendzel
1143,Cody Bradford,674003,674003,27597,11792,*0514o*,TEX,SP,SP,Bradford,Cody,Bradford,Cody,Cody Bradford
1144,Tommy Henry,674072,674072,26285,11030,*0512a*,ARI,RP,RP,Henry,Tommy,Henry,Tommy,Tommy Henry
1145,Eduardo Salazar,674285,674285,23135,11795,*05rlb*,WSH,RP,RP,Salazar,Eduardo,Salazar,Eduardo,Eduardo Salazar
